workbook_row,workbook_title,workbook_section,source_url,status_code,final_url,page_title,h1,meta_description,canonical_url,wordpress_api_url,modified_time,main_text_characters,heading_count,link_count,image_count,testimonial_count,form_count,content_excerpt,suggested_drupal_page,suggested_drupal_url,suggested_page_type,match_score,error
37,CEOcircle,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/bunker-labs/ceocircle/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/bunker-labs/ceocircle/,CEOcircle - D'Aniello Institute for Veterans and Military Families,CEOcircle,,https://ivmf.syracuse.edu/programs/entrepreneurship/bunker-labs/ceocircle/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/90404,2026-03-30T18:11:47+00:00,7531,27,16,4,0,0,"Join an Executive Cohort CEOcircle is a monthly peer accountability group for growth-stage companies looking to scale. Over the course of nine virtual huddles and four in person fly-in forum events, CEOs and executives can ask critical questions impacting their businesses today. Together, you’ll learn from your peers and national experts alike how to take your company to the next level. Progress through the program is focused and measured based off self-set goals and helped by intentional and facilitated connections. Additionally, CEOcircle members also gain access to dedicated JPMorgan Chase Commercial Banking liaisons. CEOcircle cohort members are divided into call sign groups, where similar stage and revenue level companies build lifelong relationships and support each other through regular business challenges. Our world-class fly-in events include tailored talks from national-profile business leaders. Previous speakers have included Larry Johnson (Former CEO, Fogo De Chão), Kelly P",CEOcircle,https://ivmf.syracuse.edu/programs/entrepreneurship/scale/ceocircle/,Program,1.000,
38,Breaking Barriers,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/bunker-labs/breaking-barriers/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/start-up/military-founders-lab/,Military Founders Lab - D'Aniello Institute for Veterans and Military Families,Military Founders Lab,"Military Founders Lab is a 10-week virtual program delivers immediate, practical impact with access to business tools, resources, mentorship, and a strong peer network for veteran and military spouse entrepreneurs.",https://ivmf.syracuse.edu/programs/entrepreneurship/start-up/military-founders-lab/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/96944,2026-06-04T13:31:45+00:00,9740,30,30,14,0,0,"Formerly the Veterans in Residence (ViR), Breaking Barriers in Entrepreneurship (BBiE), and Bunker Build Up (BBU) programs, IVMF has streamlined and combined these three programs into the Military Founders Lab. Over 10-weeks, this virtual program delivers immediate, practical impact and support for business growth and development with access to business tools, resources, mentorship, and a strong peer network. Military Founders Lab also provides multiple tracks that align participants by shared experiences or industries, creating a tailored support system and stronger connections within each cohort. What You Will Experience Build and develop business knowledge and management skills Increase confidence to grow a viable, sustainable business Learn about resources and tools to accelerate business growth Expand professional network among like-minded, veteran and military spouse entrepreneurs at a similar stage of business Eligibility Active-duty, veterans, reservists, guard, military and ve",Employer Partners,https://ivmf.syracuse.edu/programs/o2o/employer-partners/,Standard,0.412,
39,Bunker Build Up,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/bunker-labs/bunker-build-up/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/start-up/military-founders-lab/,Military Founders Lab - D'Aniello Institute for Veterans and Military Families,Military Founders Lab,"Military Founders Lab is a 10-week virtual program delivers immediate, practical impact with access to business tools, resources, mentorship, and a strong peer network for veteran and military spouse entrepreneurs.",https://ivmf.syracuse.edu/programs/entrepreneurship/start-up/military-founders-lab/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/96944,2026-06-04T13:31:45+00:00,9740,30,30,14,0,0,"Formerly the Veterans in Residence (ViR), Breaking Barriers in Entrepreneurship (BBiE), and Bunker Build Up (BBU) programs, IVMF has streamlined and combined these three programs into the Military Founders Lab. Over 10-weeks, this virtual program delivers immediate, practical impact and support for business growth and development with access to business tools, resources, mentorship, and a strong peer network. Military Founders Lab also provides multiple tracks that align participants by shared experiences or industries, creating a tailored support system and stronger connections within each cohort. What You Will Experience Build and develop business knowledge and management skills Increase confidence to grow a viable, sustainable business Learn about resources and tools to accelerate business growth Expand professional network among like-minded, veteran and military spouse entrepreneurs at a similar stage of business Eligibility Active-duty, veterans, reservists, guard, military and ve",Bunker Labs Legacy,https://ivmf.syracuse.edu/about/bunker-labs-legacy/,Standard,0.545,
40,Resources and initiatives,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,Resources and Initiatives - D'Aniello Institute for Veterans and Military Families,Resources and Initiatives,,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/276,2025-07-21T20:25:29+00:00,3013,15,14,3,0,0,"We support all our programs with thorough research and analytics. We provide public date toolkits to help analyze the vasts amount of data. All this research is public for you to view and better educate yourself in the difficult world whether that’s starting a business or transitioning to a civilian career. Would you like guidance to identify the best program and resource for your business needs? We can help ! Resources Coalition for Veteran Owned Business (CVOB) A coalition of private sector companies, businesses, non-governmental organizations (NGOs) working to connect military-owned business to supply chains of medium-sized and large corporations. Learn more Center of Excellence for Veteran Entrepreneurship (COE) Create, collect, organize, and share knowledge, resources, and networks to advance entrepreneurial opportunities for transitioning service members, veterans, and their families. Learn more COE Resource Library A key resource for small businesses veteran-owned businesses inc",Resources,https://ivmf.syracuse.edu/resources/,Landing,0.529,
41,CVOB,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/,Coalition for Veteran Owned Business (CVOB) - D'Aniello Institute for Veterans and Military Families,Coalition for Veteran Owned Business (CVOB),,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/281,2026-01-12T16:15:55+00:00,3219,14,50,31,0,0,"Enhancing Veteran and Military Family Owned Businesses About the Coalition for Veteran Owned Business The Coalition for Veteran Owned Business (CVOB) is a group comprised of industry leaders committed to providing opportunities and growth for veteran and military spouse-owned businesses. This first-of-its-kind national initiative supports the success of veteran, service member, and military spouse-owned businesses by connecting them with entrepreneurial education and training, small business resources and solutions, and commerce and supplier opportunities to help connect and educate both sides on doing business together. Coalition Priorities Increase opportunities and information Create networking opportunities Create awareness of resources Help form corporate connections Support Military-Owned Business Shop online with IVMF’s Buy Military-Owned Shopping Guide to meet all of your shopping needs with over 500 veteran-, active duty-, reservist- and military spouse-owned businesses! Shop ",CVOB,https://ivmf.syracuse.edu/resources/cvob/,Standard,1.000,
42,CVOB MEF,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mef/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mef/,CVOB Military Entrepreneurship Forum (MEF) - D'Aniello Institute for Veterans and Military Families,CVOB Military Entrepreneurship Forum (MEF),,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mef/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/82982,2026-04-29T15:08:02+00:00,2300,1,2,80,0,0,"Since mid 2022, with the support of Fiserv, the D’Aniello Institute of Veterans and Military Families (IVMF) has hosted a series of regionally focused entrepreneurship training events designed to connect entrepreneurs with their local business resources and entrepreneurship support partners. So far, these events have been held in: Williamsburg, VA; Chicago, IL; Atlanta, GA; Jacksonville, FL; Washington, DC; and Milwaukee, WI. New York City, NY, Thumbnail 1 Thumbnail 1 Thumbnail 1 Thumbnail 1 Thumbnail 2 Thumbnail 2 Thumbnail 2 Thumbnail 2 Thumbnail 3 Thumbnail 3 Thumbnail 3 Thumbnail 3 Thumbnail 4 Thumbnail 4 Thumbnail 4 Thumbnail 4 Thumbnail 5 Thumbnail 5 Thumbnail 5 Thumbnail 6 Thumbnail 5 Thumbnail 6 Thumbnail 6 Thumbnail 6 Thumbnail 7 Thumbnail 7 Thumbnail 7 Thumbnail 7 Thumbnail 8 Thumbnail 8 Thumbnail 8 Thumbnail 8 Thumbnail 9 Thumbnail 9 Thumbnail 9 Thumbnail 9 Thumbnail 10 Details You’re Invited: Military Entrepreneurship Forum The D’Aniello Institute for Veterans and Military ",CVOB,https://ivmf.syracuse.edu/resources/cvob/,Standard,0.667,
43,CVOB M2M,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mission-to-marketplace/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mission-to-marketplace/,CVOB Mission to Marketplace (M2M) - D'Aniello Institute for Veterans and Military Families,CVOB Mission to Marketplace (M2M),,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/cvob/mission-to-marketplace/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/91408,2025-12-15T15:33:07+00:00,1609,1,1,1,0,1,"The D’Aniello Institute for Veterans and Military Families , in collaboration with Amazon, is thrilled to share details about our next Mission to Marketplace: Entrepreneurship Summit. This regional event is tailored to support and empower businesses owned by veterans and military spouses. Join us for a full day of valuable networking with industry experts, Fortune 500 companies, fellow entrepreneurs, and a wealth of resources aimed at helping your business succeed. Details Location: Virtual Date : TBD What to Expect : Join us for an exciting opportunity to connect veteran- and military spouse-owned businesses with a supportive community and thriving ecosystem. Engage with a powerful network, gain insights from industry experts, and explore valuable resources and opportunities designed to help your business grow and succeed. Why Attend : This is the perfect place to discover the entrepreneurial network and resources right in your backyard. Whether you’re looking to connect with like-min",CVOB,https://ivmf.syracuse.edu/resources/cvob/,Standard,0.667,
44,COE,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/coe/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/coe/,Center of Excellence for Veteran Entrepreneurship (COE) - D'Aniello Institute for Veterans and Military Families,Center of Excellence for Veteran Entrepreneurship (COE),,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/coe/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/311,2023-04-10T19:36:21+00:00,6058,15,76,1,0,0,"The mission of the Center of Excellence (COE) for Veteran Entrepreneurship is to create, collect, organize, and share knowledge, resources, and networks to advance entrepreneurial opportunities for transitioning service members, veterans, and their families. This is accomplished through the development and delivery of innovative programs and educational resources; timely and relevant research and policy analysis; and by cultivating veteran-connected ecosystems across the United States. Our Priorities Research & Policy Evaluate and assess research and policy Organize current knowledge in the field of veteran entrepreneurship Create and drive new and necessary research Advocate using data to influence strategies and policies that will have a positive impact on business creation and growth for transitioning service members, veterans, and their families Cultivate networks – evaluate current networks and take steps to close gaps and/or establish new networks Education & Training Design, dev",COE,https://ivmf.syracuse.edu/resources/coe/,Standard,1.000,
45,V-CAP,Entreprenuership,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,200,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,Resources and Initiatives - D'Aniello Institute for Veterans and Military Families,Resources and Initiatives,,https://ivmf.syracuse.edu/programs/entrepreneurship/resources/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/276,2025-07-21T20:25:29+00:00,3013,15,14,3,0,0,"We support all our programs with thorough research and analytics. We provide public date toolkits to help analyze the vasts amount of data. All this research is public for you to view and better educate yourself in the difficult world whether that’s starting a business or transitioning to a civilian career. Would you like guidance to identify the best program and resource for your business needs? We can help ! Resources Coalition for Veteran Owned Business (CVOB) A coalition of private sector companies, businesses, non-governmental organizations (NGOs) working to connect military-owned business to supply chains of medium-sized and large corporations. Learn more Center of Excellence for Veteran Entrepreneurship (COE) Create, collect, organize, and share knowledge, resources, and networks to advance entrepreneurial opportunities for transitioning service members, veterans, and their families. Learn more COE Resource Library A key resource for small businesses veteran-owned businesses inc",V-Cap,https://ivmf.syracuse.edu/programs/entrepreneurship/ideation/strive/v-cap/,Program,1.000,
46,O2O,Career Training,https://ivmf.syracuse.edu/programs/career-training/,200,https://ivmf.syracuse.edu/programs/career-training/,Career Training - D'Aniello Institute for Veterans and Military Families,Career Training,"Onward to Opportunity (O2O) is a free career training program that provides professional certification and employee support services to transitioning service members, veterans and military spouses",https://ivmf.syracuse.edu/programs/career-training/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/263,2026-02-13T15:28:20+00:00,4945,11,13,8,1,0,"Onward to Opportunity (O2O) Onward to Opportunity (O2O) is a free career training program that provides professional certification and employee support services to transitioning service members, veterans and military spouses. O2O combines industry-validated curricula, strong partnerships with leading veteran service organizations and private sector companies, and comprehensive career coaching services to prepare and match you with your next career. Latest From IVMF: Onward to Opportunity (O2O) Impact Evaluation Evaluators from Penn State’s Clearinghouse for Military Family Readiness conducted a rigorous quasi-experimental study utilizing propensity score matching (PSM) to compare survey response data from The Veterans Metrics Initiative (TVMI) with O2O participant data. Their analysis found that O2O has statistically validated positive impacts on post-service employment , including starting salary, and characteristics of 6-month job retention. Learn more ▶ Enrollment Process How does O",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,1.000,
47,O2O - Pathways,Career Training,https://ivmf.syracuse.edu/programs/career-training/concentrations/,301,,,,,,,,0,0,0,0,0,0,,Certifications and Learning Pathways,https://ivmf.syracuse.edu/programs/o2o/certifications-and-learning-pathways/,Standard,0.417,Exceeded 30 redirects.
48,O2O - APP,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/,Onward to Opportunity Application - D'Aniello Institute for Veterans and Military Families,Onward to Opportunity Application,,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60762,2025-09-15T20:01:26+00:00,1491,2,1,0,0,0,"Interested in learning more? Ready to begin your journey to your next career? Sign up here to begin the process. By submitting your information, a member of our installation team or enrollment services team will reach out to you to discuss your training options and help determine eligibility for our upcoming cohorts. Eligibility Active Duty Military (US Army, USMC, US Navy, US Air Force, US Space Force, and USCG) – Any transitioning active duty service member who will transition from military service to the civilian workforce in the next 6 months with an “honorable” discharge status. Note- this 6 month timeframe may be further restricted based on branch-specific policies. Please consult your chain of command for the most current Skillbridge/CSP policies. Veterans – Any veteran who has already separated or retired from the military with at least 180 days of active duty service and a “honorable” discharge status. National Guard and Reserves – currently in part-time status. If the service",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.600,
49,O2O - APP - TY,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/thank-you,200,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/thank-you/,Thank You - D'Aniello Institute for Veterans and Military Families,Thank You,,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/thank-you/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/72225,2026-03-13T18:08:11+00:00,778,0,1,0,0,0,"Thank you for your interest in the Onward to Opportunity program from the D’Aniello Institute for Veterans and Military Families (IVMF). One of our dedicated IVMF Staff will contact you within the next 5 business days to follow up regarding next steps in the application process. You need not submit additional interest forms. The initial contact will be via email to the primary email address you provided; please be sure to monitor all the folders in your mailbox; sometimes, the email will land in one of the extra folders or tabs (social, spam, junk, etc.) We invite you to review some of our more commonly asked questions regarding next steps in the process. We look forward to partnering with you in this journey! — The O2O installations’ and IVMF Enrollment Services team",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.462,
50,O2O - FAQ,Career Training,https://ivmf.syracuse.edu/programs/career-training/faqs/,200,https://ivmf.syracuse.edu/programs/career-training/faq/,FAQ - D'Aniello Institute for Veterans and Military Families,FAQ,,https://ivmf.syracuse.edu/programs/career-training/faq/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/289,2026-05-20T15:36:13+00:00,18268,33,41,4,1,0,"Categories Program Description and Eligibility Application and Admission Courses and Certifications Program Description, eligibility, and History What is Onward to Opportunity? Supported by grants from JPMorgan Chase & Co. and the Schultz Family Foundation, Onward to Opportunity utilizes an online learning platform to help active duty, selected reserve, veterans, and military spouses learn business, technology, and other relevant skills to accomplish their personal and professional goals. Participants may choose to work towards one of our supported industry certifications administered by globally recognized organizations. O2O combines industry-validated curricula, strong partnerships, comprehensive career coaching and employer relations services to match program participants with job opportunities or professional development – leading to meaningful career opportunities. Who is eligible for O2O? Active Duty Military – Any transitioning active duty service member who will transition from",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.600,
51,O2O - Admission,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/,Onward to Opportunity Application - D'Aniello Institute for Veterans and Military Families,Onward to Opportunity Application,,https://ivmf.syracuse.edu/programs/career-training/o2o-admission/onward-to-opportunity-application/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60762,2025-09-15T20:01:26+00:00,1491,2,1,0,0,0,"Interested in learning more? Ready to begin your journey to your next career? Sign up here to begin the process. By submitting your information, a member of our installation team or enrollment services team will reach out to you to discuss your training options and help determine eligibility for our upcoming cohorts. Eligibility Active Duty Military (US Army, USMC, US Navy, US Air Force, US Space Force, and USCG) – Any transitioning active duty service member who will transition from military service to the civilian workforce in the next 6 months with an “honorable” discharge status. Note- this 6 month timeframe may be further restricted based on branch-specific policies. Please consult your chain of command for the most current Skillbridge/CSP policies. Veterans – Any veteran who has already separated or retired from the military with at least 180 days of active duty service and a “honorable” discharge status. National Guard and Reserves – currently in part-time status. If the service",Boots to Business,https://ivmf.syracuse.edu/programs/entrepreneurship/ideation/boots-to-business/,Program,0.400,
52,O2O - Employer Partner,Career Training,https://ivmf.syracuse.edu/programs/career-training/employer-partners/,200,https://ivmf.syracuse.edu/programs/career-training/employer-partners/,Employer Partners - D'Aniello Institute for Veterans and Military Families,Employer Partners,,https://ivmf.syracuse.edu/programs/career-training/employer-partners/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/288,2025-07-09T14:33:19+00:00,5171,3,1,1,1,0,"Our employers understand the value of transitioning military members, veterans and military spouses and that they represent the best this country has to offer. Onward to Opportunity is designed to build awareness of the soft and hard skills necessary to succeed in different industries while also making the crucial first connection with employers in these industries that are eager to hire veterans. Participants work on refining their resume, practicing for interviews, and receiving additional coaching on how to start a successful career. G raduates of O2O who successfully complete the program’s requirements will be guided through the interview process with the program’s employer partners. This program benefits employer partners by engaging transitioning military and spouse talent earlier in the recruitment pipeline that’s trained to meet their skill needs. Why Become An Employer Partner? Access to a trained, certified and highly qualified talent pool of transitioning service members, mi",Employer Partners,https://ivmf.syracuse.edu/programs/o2o/employer-partners/,Standard,0.865,
53,O2O - ESS,Career Training,https://ivmf.syracuse.edu/programs/career-training/employment-support-services/,200,https://ivmf.syracuse.edu/programs/career-training/employment-support-services/,Career Preparation - D'Aniello Institute for Veterans and Military Families,Career Preparation,,https://ivmf.syracuse.edu/programs/career-training/employment-support-services/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/84345,2026-06-15T18:56:12+00:00,11706,17,95,55,0,0,"About The IVMF supports the employment goals of our participants via traditional and non-traditional pathways to employment. Take control of your employment journey by connecting with our partners who embrace the military community and value the skills you bring to the workforce. Events, Conferences, Webinars, and Resources There is a list of upcoming career fairs for veterans and spouses that is updated monthly to accommodate your busy schedules. There is always something coming up whether it’s in-person or virtual. The IVMF has also compiled a series of webinars, mentoring programs, resources, and more that are provided to assist you no matter what stage your career journey is currently occurring. Take me there! Resume Distribution Form Step 1: Identify role or requisition that you would like to apply to. Step 2: Apply for role on the employer career site Step 3: Complete Resume Distribution Form (Ensure that you indicate the employer (Question 8) and the requisition number or Job Ti",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.600,
54,O2O - Locations,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/,O2O Locations - D'Aniello Institute for Veterans and Military Families,O2O Locations,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/285,2026-05-20T19:19:53+00:00,865,2,16,1,1,0,"Installations Below is a list of locations that Onward to Opportunity currently serves. Camp Lejeune Charleston, SC Florida Military Communities Fort Bragg Fort Campbell Fort Carson Fort Drum Fort Hood Fort Knox Hampton Roads Joint Base Lewis-McChord Joint Base San Antonio National Capital Region Navy Region Northwest Southern California Online Not near one of our locations? We provide an online-only version of O2O that offers the same courses and IVMF support as those attending the program through an installation. Sign Up Here To Begin The Process “Obviously the certifications are a big draw (of O2O), but also getting plugged into the Onward to Opportunity network wherever they’re located is a big help.” Military Installation: Camp Lejeune, NC CompTIA Network+ Graduate IT Specialist, Kingfisher Systems Douglas Proffitt Chief Warrant Officer, US Marines",Publications,https://ivmf.syracuse.edu/publications/,Hub/Directory,0.640,
55,O2O - Florida,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/florida-military-communities/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/florida-military-communities/,The Onward to Opportunity Program for the Florida Military Communities - D'Aniello Institute for Veterans and Military Families,The Onward to Opportunity Program for the Florida Military Communities,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/florida-military-communities/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/86127,2026-01-09T14:15:33+00:00,4007,3,7,2,0,0,"The Onward to Opportunity (O2O) Program for the Florida Military Communities offers an enhanced experience with both in-person and virtual/hybrid opportunities. It directly serves the Tri-Base Jacksonville Military Community as well as our satellite MacDill Military Community and virtually for Other Military Communities in the great State of Florida. The Onward to Opportunity (O2O) program offers over 50 Information Technology certifications and our Business Management track offers Project Management, Six Sigma and HR certifications. The coursework is virtual and available 24/7. The courses are asynchronous, semi-self-paced and can be completed ahead of schedule. Candidates begin their O2O journey with the face-to-face career development training course called Onward to Your Career (OTYC). This classroom training is facilitated by 50+ hiring managers, recruiters, and alumni volunteers. It includes career development modules such as Working in a Digital World, Navigating Growth & Change",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.429,
56,O2O - SoCal,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/socal/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/socal/,Southern California - D'Aniello Institute for Veterans and Military Families,Southern California,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/socal/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60307,2025-06-10T18:48:42+00:00,3534,10,8,1,0,0,"The Onward to Opportunity Program in Southern California Unlock Your Career Potential Welcome to the Onward to Opportunity (O2O) Program in Southern California, where we pave the way for your future success in the evolving fields of Information Technology and Business Management. Our program is thoughtfully designed to encompass critical areas such as Human Resources, Project Management, Agile methodologies, and Six Sigma, ensuring a broad and impactful education path. Your Journey Begins Here Embark on a comprehensive learning journey with our three-day virtual classroom experience, where you’ll engage in career preparation workshops and gain insights from subject matter experts. This is your opportunity to expand your professional network by connecting with our esteemed employer partners, participating in informational interviews, and laying the groundwork for a thriving career. Tailored Learning Pathway Following the initial orientation, you’ll proceed along a personalized learning ",Scale,https://ivmf.syracuse.edu/programs/entrepreneurship/scale/,Program,0.571,
57,O2O - Fort Liberty,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/fort-liberty/,301,,,,,,,,0,0,0,0,0,0,,Digital Library,https://ivmf.syracuse.edu/resources/digital-library/,Standard,0.452,Exceeded 30 redirects.
58,O2O - JBSA,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/joint-base-san-antonio/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/joint-base-san-antonio/,Joint Base San Antonio - D'Aniello Institute for Veterans and Military Families,Joint Base San Antonio,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/joint-base-san-antonio/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60353,2025-06-10T18:47:49+00:00,1678,5,8,2,0,0,"The Onward to Opportunity Program at Joint Base San Antonio O2O at Joint Base San Antonio (MilCity, USA) serves the North, South, Central, and East Texas areas. Your journey will begin with four days of face-to-face classroom or virtual training and facilitation that includes the Onward to Your Career course and foundations course in a learning pathway of your choosing. Onward to your Career and foundations courses are followed by 12 weeks of self-paced online coursework to towards an industry certification. While you complete your certification coursework, you will also participate in networking events with our National and Local Employer Partners to hone your personal marketing techniques and skills. This is a great way to gain inside perspective on careers in the private sector while introducing yourself to companies who are looking to hire O2O graduates. Interested? Contact us at jbsao2o@syr.edu or click here to get started ! Disclaimer: Some installations do not offer all possible",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.545,
59,O2O - Fort Carson,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/fort-carson/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/fort-carson/,Fort Carson - D'Aniello Institute for Veterans and Military Families,Fort Carson,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/fort-carson/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60334,2026-03-26T13:37:59+00:00,2808,4,6,1,0,0,"The Onward to Opportunity Program at Fort Carson Onward to Opportunity offers two career tracks: Information Technology & Business Management. Onward to Opportunity (O2O) Colorado, located in Colorado Springs, provides a career skills program for transitioning service members, veterans, and military spouses across the state Your journey will begin with 3-4 days of face-to-face classroom or virtual training, known as Onward to Your Career (OTYC) development week, designed for those transitioning from military service, re-entering the workforce, or exploring new careers or career opportunities. After completing OTYC, you will undergo 12 weeks of online coursework to earn industry-recognized certifications. Those pursuing the PMP certification will also attend a 5-day virtual bootcamp. You will have up to 6 months to fulfill certification requirements, with the option to finish sooner. Onward to Opportunity (O2O) will cover the cost of one certification exam for participants who enroll du",Who We Are,https://ivmf.syracuse.edu/about/who-we-are/,Standard,0.400,
60,O2O - Camp Lejeune,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/camp-lejeune/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/camp-lejeune/,Camp Lejeune - D'Aniello Institute for Veterans and Military Families,Camp Lejeune,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/camp-lejeune/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60524,2026-02-09T16:39:36+00:00,2724,4,7,1,0,0,"The Onward to Opportunity Program at Camp Lejeune Onward to Opportunity (O2O) is a no-cost industry-focused and validated career skills program that connects transitioning service members, veterans, and military spouses to high-demand careers in Information Technology and Business Management. The O2O Program at Camp Lejeune offers an enhanced experience with both in-person and virtual opportunities. We directly serve MCB Camp Lejeune, MCAS New River, and MCAS Cherry Point. We also serve Joint Base Charleston and other SC communities virtually. The program begins with 3-days of orientation ( 1 day in-person and 2 days virtual ) which includes career coaching, employment support, and in-depth instruction by certification subject matter experts. Following orientation, participants complete requirements for the certification of their choosing as independent study towards a 6-month deadline. Certification training is virtual and self-paced to the 6-month deadline with the option to complete",V-Cap,https://ivmf.syracuse.edu/programs/entrepreneurship/ideation/strive/v-cap/,Program,0.381,
61,O2O - NCR,Career Training,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/national-capital-region/,200,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/national-capital-region/,National Capital Region - D'Aniello Institute for Veterans and Military Families,National Capital Region,,https://ivmf.syracuse.edu/programs/career-training/o2o-locations/national-capital-region/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60355,2025-07-10T17:33:47+00:00,2488,5,7,1,0,0,"The Onward to Opportunity Program at National Capital Region Onward to Opportunity (O2O) is a no-cost industry-focused and validated career skills program that connects transitioning service members, veterans, and military spouses to high-demand careers in Information Technology and Business Management. The O2O Program in the National Capital Region currently offers exclusively online cohort meetings, but will be adding in-person options in both DC and Baltimore later on in 2025. The program begins with 3-days of orientation which includes career coaching, employment support, and in-depth instruction by certification subject matter experts. Following orientation, participants complete requirements for the certification of their choosing over a 6-month course. Certification training is virtual and self-paced, with the option to complete all requirements and test at any point before the 6 month deadline. O2O is a one-time use program and upon completion, graduates are eligible to receive",O2O,https://ivmf.syracuse.edu/programs/o2o/,Program,0.600,
